RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,Grupo_Posicion,Grupo_LineUp
201,1097,USA,MILLAR Bob (USA),S,0,Billy GONSALVES,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Romildo ETCHEVERRY,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Bart McGHEE,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Delfin BENITEZ CACERES,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,George MOORHOUSE,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Aurelio GONZALEZ,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,GK,G10' G15' G50',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Jose Leon MIRACCA,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Ralph TRACY,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Lino NESSI,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Alexander WOOD,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Quiterio OLMEDO,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Andrew AULD,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Luis VARGAS PENA,C,OH46',Capitán,Titular
201,1097,USA,MILLAR Bob (USA),S,0,Jim BROWN,GK,OH46',Portero,Titular
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Francisco AGUIRRE,GK,OH46',Portero,Titular
201,1097,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Santiago BENITEZ,GK,OH46',Portero,Suplente
201,1097,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Gerardo ROMERO,GK,OH46',Portero,Suplente
201,1097,USA,MILLAR Bob (USA),N,0,Jim GENTLE,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Eustaquio CHAMORRO,GK,OH46',Portero,Suplente
201,1097,USA,MILLAR Bob (USA),N,0,Phil SLONE,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Diego FLORENTIN,GK,OH46',Portero,Suplente
201,1097,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Bernabe RIVERA,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Jacinto VILLALBA,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Amadeo ORTEGA,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Cayetano CARRERAS SAGUEIR,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Pedro BENITEZ,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Salvador FLORES,GK,OH46',Portero,Suplente
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Tranquilino GARCETE,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),S,0,Enrique BALLESTRERO,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Jorge PARDON,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Hector CASTRO,GK,G60',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Luis SOUZA,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro CEA,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Eduardo ASTENGO,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Lorenzo FERNANDEZ,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Alvaro GESTIDO,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Victoriano IRIARTE,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Placido GALINDO,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose ANDRADE,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro PETRONE,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Antonio MAQUILON,C,OH46',Capitán,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Domingo TEJERA,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Santos URDINARAN,GK,OH46',Portero,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose NASAZZI,C,OH46',Capitán,Titular
201,1099,PER,BRU Francisco (ESP),S,0,Julio LORES,GK,OH46',Portero,Titular
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan Carlos CALVO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Miguel CAPPUCCINI,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Conduelo PIRIZ,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Angel MELOGNO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Emilio RECOBA,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Carlos RIOLFO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Zoilo SALDOMBIDE,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Hector SCARONE,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan ANSELMO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Domingo GARCIA,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Ernesto MASCHERONI,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Jose FLORES,GK,OH46',Portero,Suplente
201,1099,URU,SUPPICI Alberto (URU),N,0,Pablo DORADO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Juan VALDIVIESO,GK,OH46',Portero,Suplente
201,1099,PER,BRU Francisco (ESP),N,0,Alberto SORIA,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo RIVEROS,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Emile VEINANTE,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,C,OH46',Capitán,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Carlos SCHNEBERGER,C,OH46',Capitán,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,GK,G65',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Marcel PINEL,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Arturo TORRES,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Marcel CAPELLE,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Casimiro TORRES,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Augustin CHANTREL,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Carlos VIDAL,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Edmond DELFOUR,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Eberardo VILLALOBOS,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Celestin DELMER,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Tomas OJEDA,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Marcel LANGILLER,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Ernesto CHAPARRO,GK,OH46',Portero,Titular
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Ernest LIBERATI,GK,OH46',Portero,Titular
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Ulises POIRIER,GK,OH46',Portero,Suplente
201,1094,FRA,CAUDRON Raoul (FRA),N,0,Andre MASCHINOT,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Humberto ELGUETA,GK,OH46',Portero,Suplente
201,1094,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Arturo CODDOU,GK,OH46',Portero,Suplente
201,1094,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Horacio MUNOZ,GK,OH46',Portero,Suplente
201,1094,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Cesar ESPINOZA,GK,OH46',Portero,Suplente
201,1094,FRA,CAUDRON Raoul (FRA),N,0,Lucien LAURENT,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Victor MORALES,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Juan AGUILERA,GK,OH46',Portero,Suplente
201,1094,CHI,ORTH Gyorgy (HUN),N,0,Guillermo ARELLANO,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Angel BOSSIO,GKC,OH46',Jugador de Campo,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Oscar BONFIGLIO,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Atilio DEMARIA,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Juan CARRENO,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Francisco VARALLO,GK,G53',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Roberto GAYON,GK,G75',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Alberto CHIVIDINI,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Francisco GARZA GUTIERREZ,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Jose DELLA TORRE,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Rafael GARZA,C,OH46',Capitán,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Rodolfo ORLANDINI,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Hilario LOPEZ,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Fernando PATERNOSTER,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Felipe OLIVARES,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Adolfo ZUMELZU,GK,G12' G55',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Raimundo RODRIGUEZ,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Guillermo STABILE,GK,G8' G17' G80',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Felipe ROSAS,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Carlos SPADARO,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Manuel ROSAS,GK,P42' G65',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),S,0,Carlos PEUCELLE,GK,OH46',Portero,Titular
201,1086,MEX,LUQUE Juan (MEX),S,0,Alfredo SANCHEZ,GK,OH46',Portero,Titular
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Pedro SUAREZ,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Isidoro SOTA,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Edmundo PIAGGIO,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Luis MONTI,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Luis PEREZ,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Natalio PERINETTI,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Jose RUIZ,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Alejandro SCOPELLI,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Dionisio MEJIA,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Juan EVARISTO,GK,OH46',Portero,Suplente
201,1086,MEX,LUQUE Juan (MEX),N,0,Efrain AMEZCUA,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Mario EVARISTO,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Manuel FERREIRA,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Roberto CERRO,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Ramon MUTTIS,GK,OH46',Portero,Suplente
201,1086,ARG,OLAZAR Francisco (ARG),N,0,Juan BOTASSO,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,VELLOSO,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Jesus BERMUDEZ,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,ZE LUIS,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Jose BUSTAMANTE,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,RUSSINHO,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Casiano CHAVARRIA,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,C,G67' G83',Capitán,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Segundo DURANDAL,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,MODERATO,GK,G37' G73',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Rene FERNANDEZ,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,HERMOGENES,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Mario ALBORTA,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,ITALIA,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Diogenes LARA,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,FERNANDO GIUDICELLI,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Rafael MENDEZ,C,OH46',Capitán,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,CARVALHO LEITE,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Eduardo REYES ORTIZ,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,BENEDICTO,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Renato SAINZ,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),S,0,FAUSTO,GK,OH46',Portero,Titular
201,1091,BOL,SAUCEDO Ulises (BOL),S,0,Jorge BALDERRAMA,GK,OH46',Portero,Titular
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,JOEL,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Miguel BRITO,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,TEOPHILO,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Jose NOYA,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,POLY,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Miguel MURILLO,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,OSCARINO,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Luis REYES PENARANDA,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,NILO,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Jorge ARGOTE,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,BRILHANTE,GK,OH46',Portero,Suplente
201,1091,BOL,SAUCEDO Ulises (BOL),N,0,Gumercindo GOMEZ,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,ARAKEN,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,BENVENUTTO,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,DOCA,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,PAMPLONA,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,FORTES,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,MANOELZINHO,GK,OH46',Portero,Suplente
201,1091,BRA,DE CARVALHO Pindaro (BRA),N,0,IVAN MARIZ,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Pedro BENITEZ,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Arnold BADJOU,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Santiago BENITEZ,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Fernand ADAMS,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Delfin BENITEZ CACERES,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Louis VERSYP,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Eusebio DIAZ,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Pierre BRAINE,C,OH46',Capitán,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Salvador FLORES,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Henri DE DEKEN,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Tranquilino GARCETE,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Gerard DELBEKE,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Aurelio GONZALEZ,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Jan DIDDENS,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Lino NESSI,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Auguste HELLEMANS,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Quiterio OLMEDO,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Nikolaas HOYDONCKX,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Luis VARGAS PENA,C,G40',Capitán,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Jacques MOESCHAL,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),S,0,Gerardo ROMERO,GK,OH46',Portero,Titular
201,1089,BEL,GOETINCK Hector (BEL),S,0,Theodore NOUWENS,GK,OH46',Portero,Titular
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Eustaquio CHAMORRO,GK,OH46',Portero,Suplente
201,1089,BEL,GOETINCK Hector (BEL),N,0,Andre SAEYS,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Diego FLORENTIN,GK,OH46',Portero,Suplente
201,1089,BEL,GOETINCK Hector (BEL),N,0,Alexis CHANTRAINE,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Bernabe RIVERA,GK,OH46',Portero,Suplente
201,1089,BEL,GOETINCK Hector (BEL),N,0,Jean DE BIE,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Jacinto VILLALBA,GK,OH46',Portero,Suplente
201,1089,BEL,GOETINCK Hector (BEL),N,0,Bernard VOORHOOF,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Amadeo ORTEGA,GK,OH46',Portero,Suplente
201,1089,BEL,GOETINCK Hector (BEL),N,0,Jean DE CLERQ,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Cayetano CARRERAS SAGUEIR,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Jose Leon MIRACCA,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Diogenes DOMINGUEZ,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Romildo ETCHEVERRY,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Modesto DENIS,GK,OH46',Portero,Suplente
201,1089,PAR,DURAND LAGUNA Jose (ARG),N,0,Francisco AGUIRRE,GK,OH46',Portero,Suplente
201,1100,URU,SUPPICI Alberto (URU),S,0,Enrique BALLESTRERO,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Ion LAPUSNEANU,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Jose ANDRADE,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Ladislau RAFFINSKY,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Juan ANSELMO,GK,G30',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Corneliu ROBE,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Pedro CEA,GK,G35',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Rudolf BUERGER,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Pablo DORADO,GK,G7',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Adalbert DESU,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Lorenzo FERNANDEZ,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Alfred EISENBEISSER,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Alvaro GESTIDO,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Nicolae KOVACS,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Victoriano IRIARTE,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Emerich VOGL,C,OH46',Capitán,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Ernesto MASCHERONI,GK,OH46',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Rudolf WETZER,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Hector SCARONE,GK,G24',Portero,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Stefan BARBU,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),S,0,Jose NASAZZI,C,OH46',Capitán,Titular
201,1100,ROU,LUCHIDE Octav (ROU),S,0,Iosif CZAKO,GK,OH46',Portero,Titular
201,1100,URU,SUPPICI Alberto (URU),N,0,Domingo TEJERA,GK,OH46',Portero,Suplente
201,1100,ROU,LUCHIDE Octav (ROU),N,0,Ilile SUBASEANU,GK,OH46',Portero,Suplente
201,1100,URU,SUPPICI Alberto (URU),N,0,Santos URDINARAN,GK,OH46',Portero,Suplente
201,1100,ROU,LUCHIDE Octav (ROU),N,0,Samuel ZAUBER,GK,OH46',Portero,Suplente
201,1100,URU,SUPPICI Alberto (URU),N,0,Juan Carlos CALVO,GK,OH46',Portero,Suplente
